"Title","Subtitle","CELEX number","Initiating document","Procedure reference","Initial reference","Adopted acts","Current consolidated version","Latest consolidated version","Procedure status","LP_Legal basis","Cellar reference","ELI","Date created","Latest modification of notice","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Subject matter, 1st level","Subject matter, 2nd level","Subject matter, 3rd level","Subject matter, 4th level","Directory code","Directory code, 1st level","Directory code, 2nd level","Directory code, 3rd level","Directory code, 4th level","Directory code, 5th level","Directory code, 6th level","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Treaty","Legal basis","Consolidation: basic act","Instruments cited","Related document(s)","Instruments involved","Modifies","Case affecting","Earlier related instruments","Transposed legal act(s)","Modified by","Rectified by","Subsequent related instruments","Affected by case","Comments","Internal comment","Collection of the document","Date of document","Date of publication","Author","Obsolete CELEX number","Document sector","Document year","Document type","Document number","Document corrigendum","Procedure number","Date of effect","Date of end of validity","In force indicator","Entry in the directory","Number of pages","Publication Reference",
"Opinion of the European Central Bank of 26 November 2012 on a tax on financial services and on a tax on the total value of a bank’s balance sheet (CON/2012/93)","(CON/2012/93)","52012AB0093","","","","","","",,"","bc5e4e95-6ac5-11ea-b735-01aa75ed71a1","","2020-03-20","281128/11/2022 07:02:152022","Opinion on draft national legislation","financial stability, tax, bank, financial services, Slovenia, national law, balance sheet","","European Central Bank (ECB), European Central Bank (ECB), Financial market stability, Legal framework of the ESCB","European Central Bank (ECB), European Central Bank (ECB)","Financial market stability, Legal framework of the ESCB","","","General, financial and institutional matters, Economic and monetary policy and free movement of capital, Provisions governing the institutions, Monetary policy, European System of Central Banks","General, financial and institutional matters, Economic and monetary policy and free movement of capital","Provisions governing the institutions, Monetary policy","European System of Central Banks","","","","","","Treaty on the Functioning of the European Union (consolidated version 2012)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E127","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52011AB0031, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2012-11-26","","European Central Bank","","5","2012","AB","93","","","","","","","","",
"Opinion of the European Central Bank of 9 September 2010 on amendments to the legal framework for the operation of Bank Gospodarstwa Krajowego (CON/2010/70)","","52010AB0070","","","","","","",,"","bd45289f-6ac1-11ea-b735-01aa75ed71a1","","2020-03-20","211121/11/2022 08:07:112022","Opinion on draft national legislation","national budget, central bank, Poland, credit rating, national law, financial stability","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Legal framework of the ESCB, Financial market stability, ECB institutional provisions, Monetary financing prohibition","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Legal framework of the ESCB, Financial market stability, ECB institutional provisions","Monetary financing prohibition","","General, financial and institutional matters, Provisions governing the institutions, European System of Central Banks","General, financial and institutional matters","Provisions governing the institutions","European System of Central Banks","","","","","","Treaty on the Functioning of the European Union (consolidated version 2010)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E127","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E123, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0068, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E/PRO/04, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32006L0048, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0022, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2010-09-09","","European Central Bank","","5","2010","AB","70","","","","","","","","",
"Opinion of the European Central Bank of 15 March 2011 on payment services (CON/2011/23)","(CON/2011/23)","52011AB0023","","","","","","",,"","bdd289bf-6ac3-11ea-b735-01aa75ed71a1","","2020-03-20","181118/11/2022 15:13:252022","Opinion on draft national legislation","Poland, electronic money, national law, payment system, banking, provision of services","","European Central Bank (ECB), European Central Bank (ECB), Legal framework of the ESCB, Payment and settlement systems","European Central Bank (ECB), European Central Bank (ECB)","Legal framework of the ESCB, Payment and settlement systems","","","Economic and monetary policy and free movement of capital, General, financial and institutional matters, Economic policy, Provisions governing the institutions, Institutional economic provisions, European System of Central Banks","Economic and monetary policy and free movement of capital, General, financial and institutional matters","Economic policy, Provisions governing the institutions","Institutional economic provisions, European System of Central Banks","","","","","","Treaty on the Functioning of the European Union (consolidated version 2010)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E127","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E123, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32007L0064, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0039, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52006AB0015, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998L0026","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2011-03-15","","European Central Bank","","5","2011","AB","23","","","","","","","","",
"Opinion of the European Central Bank of 9 March 2006 at the request of the Polish Minister of Finance on a draft law on the supervision of financial institutions (CON/2006/15)","","52006AB0015","","","","","","",,"","bec16cfa-6aba-11ea-b735-01aa75ed71a1","","2020-03-20","261126/11/2022 09:47:192022","Opinion on draft national legislation","institutional activity, national law, payment system, financial supervision, supervisory power, Poland, financial stability","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Payment and settlement systems, Legal framework of the ESCB, ECB institutional provisions, Oversight, Monetary financing prohibition","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Payment and settlement systems, Legal framework of the ESCB, ECB institutional provisions","Oversight, Monetary financing prohibition","","Economic and monetary policy and free movement of capital, General, financial and institutional matters, Economic policy, Provisions governing the institutions, Institutional economic provisions, European System of Central Banks","Economic and monetary policy and free movement of capital, General, financial and institutional matters","Economic policy, Provisions governing the institutions","Institutional economic provisions, European System of Central Banks","","","","","","Treaty establishing the European Community (consolidated version 2002)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12002E105, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32002L0087, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52005AB0034, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12002E101, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52001AB0035, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52003AB0027, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52003AB0023, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52005AB0024, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52004AB0016, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31993R3603, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52001AB0010, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52003AB0014, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52005AB0001, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32000L0012, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52004AB0031","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2006-03-09","","European Central Bank","","5","2006","AB","15","","","","","","","","",
"Opinion of the European Central Bank of 7 February 2014 on transmission of data necessary to define monetary policy (CON/2014/11)","","52014AB0011","","","","","","",,"","c0dac441-6ac7-11ea-b735-01aa75ed71a1","","2020-03-20","301130/11/2022 21:44:522022","Opinion on draft national legislation","data collection, statistics, national law, monetary policy, payment system, Poland","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Monetary policy and Operations, Statistics, Payment and settlement systems, Legal framework of the ESCB, Monetary, financial institutions and markets statistics","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Monetary policy and Operations, Statistics, Payment and settlement systems, Legal framework of the ESCB","Monetary, financial institutions and markets statistics","","Economic and monetary policy and free movement of capital, General, financial and institutional matters, Monetary policy, Provisions governing the institutions, European System of Central Banks","Economic and monetary policy and free movement of capital, General, financial and institutional matters","Monetary policy, Provisions governing the institutions","European System of Central Banks","","","","","","Treaty on the Functioning of the European Union (consolidated version 2012)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E282","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013AB0005, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0053, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009R0024, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R1073, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32007R0958, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R1075, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0060","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2014-02-07","","European Central Bank","","5","2014","AB","11","","","","","","","","",
"Opinion of the European Central Bank of 8 January 2009 at the request of the Slovenian Ministry of Finance on a draft decree laying down criteria and conditions for the implementation of State capital investments and for the conversion of State claims into capital shares under Article 81.a of the Law on public finance (CON/2009/3)","","52009AB0003","","","","","","",,"","c38502db-6aaa-11ea-b735-01aa75ed71a1","","2020-03-20","191119/11/2022 19:40:112022","Opinion on draft national legislation","public investment, credit institution, national law, Slovenia, share, financial stability, State aid","","European Central Bank (ECB), European Central Bank (ECB), Legal framework of the ESCB, Financial market stability","European Central Bank (ECB), European Central Bank (ECB)","Legal framework of the ESCB, Financial market stability","","","Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services, General, financial and institutional matters, Economic policy, Sectoral application, Provisions governing the institutions, Instruments of economic policy, Service activities, European System of Central Banks, Banks","Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services, General, financial and institutional matters","Economic policy, Sectoral application, Provisions governing the institutions","Instruments of economic policy, Service activities, European System of Central Banks","Banks","","","","","Treaty establishing the European Community (consolidated version 2006)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E105, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E/PRO/18, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31993R3603, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E101, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0076, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0088, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0068, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0092","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2009-01-08","","European Central Bank","","5","2009","AB","3","","","","","","","","",
"Opinion of the European Central Bank of 7 May 2010 on an amendment to the rules securing the continuation of office of the President of Narodowy Bank Polski (CON/2010/37)","","52010AB0037","","","","","","",,"","c398613c-6ac0-11ea-b735-01aa75ed71a1","","2020-03-20","191119/11/2022 16:54:232022","Opinion on draft national legislation","board of directors, Poland, central bank, national law","","European Central Bank (ECB), Legal framework of the ESCB","European Central Bank (ECB)","Legal framework of the ESCB","","","General, financial and institutional matters, Provisions governing the institutions, European System of Central Banks","General, financial and institutional matters","Provisions governing the institutions","European System of Central Banks","","","","","","Treaty on the Functioning of the European Union (consolidated version 2010)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2010-05-07","","European Central Bank","","5","2010","AB","37","","","","","","","","",
"Opinion of the European Central Bank of 16 March 2009 at the request of the Polish Minister for Finance on a draft law amending the Law on guarantees and endorsements granted by the Treasury and certain legal persons, the Law on Bank Gospodarstwa Krajowego and certain other laws (CON/2009/22)","","52009AB0022","","","","","","",,"","c7464467-6abf-11ea-b735-01aa75ed71a1","","2020-03-20","301130/11/2022 14:16:192022","Opinion on draft national legislation","national law, financial stability, public bank, Poland, credit institution","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services, Economic policy, Sectoral application, Instruments of economic policy, Service activities, Banks","Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services","Economic policy, Sectoral application","Instruments of economic policy, Service activities","Banks","","","","","Treaty establishing the European Community (consolidated version 2006)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E105","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0080, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32006L0048, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0019","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2009-03-16","","European Central Bank","","5","2009","AB","22","","","","","","","","",
"Opinion of the European Central Bank of 2 April 2013 on special mortgage transactions (CON/2013/23)","","52013AB0023","","","","","","",,"","cdb5486b-6ac6-11ea-b735-01aa75ed71a1","","2020-03-20","271127/11/2022 12:10:482022","Opinion on draft national legislation","financial stability, Slovakia, bank, national law, consumer protection, mortgage","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","Right of establishment and freedom to provide services, Sectoral application, Service activities, Banks","Right of establishment and freedom to provide services","Sectoral application","Service activities","Banks","","","","","Treaty on the Functioning of the European Union (consolidated version 2012)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E127","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E051, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E055, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E050, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E054, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E049, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32006L0048, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E053, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E052","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2013-04-02","","European Central Bank","","5","2013","AB","23","","","","","","","","",
"Opinion of the European Central Bank of 24 March 2016 on mortgage amortisation requirements (CON/2016/18)","(CON/2016/18)","52016AB0018","","","","","","",,"","d0d40578-6acc-11ea-b735-01aa75ed71a1","","2020-03-20","191119/11/2022 15:59:382022","Opinion on draft national legislation","indebtedness, amortisation, household consumption, real estate credit, household budget, financial stability, Sweden, mortgage","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","General, financial and institutional matters, Provisions governing the institutions, European Central Bank","General, financial and institutional matters","Provisions governing the institutions","European Central Bank","","","","","","Treaty on the Functioning of the European Union (consolidated version 2012)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2016-03-24","","European Central Bank","","5","2016","AB","18","","","","","","","","",
"Opinion of the European Central Bank of 18 February 2014 on the macro-prudential oversight of the financial system (CON/2014/18)","","52014AB0018","","","","","","",,"","60925ed8-6ac8-11ea-b735-01aa75ed71a1","","2020-03-20","301130/11/2022 14:02:182022","Opinion on draft national legislation","national law, public institution, financial stability, financial supervision, Poland","","European Central Bank (ECB), European Central Bank (ECB), Financial market stability, Legal framework of the ESCB","European Central Bank (ECB), European Central Bank (ECB)","Financial market stability, Legal framework of the ESCB","","","Economic and monetary policy and free movement of capital, General, financial and institutional matters, Economic policy, Provisions governing the institutions, Instruments of economic policy, European System of Central Banks","Economic and monetary policy and free movement of capital, General, financial and institutional matters","Economic policy, Provisions governing the institutions","Instruments of economic policy, European System of Central Banks","","","","","","Treaty on the Functioning of the European Union (consolidated version 2012)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013L0036, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E130, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010R1092, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52012AB0055, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013AB0045, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52012PC0280, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32012Y0214(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013AB0030, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013AB0054, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52013AB0066, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E/PRO/04, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0088, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52012AB0058, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0039","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2014-02-18","","European Central Bank","","5","2014","AB","18","","","","","","","","",
"Opinion of the European Central Bank of 12 December 2005 at the request of the Swedish Parliament on a draft law amending the Sveriges Riksbank Act by introducing certain provisions from the State Budget Act (CON/2005/54)","","52005AB0054","","","","","","",,"","d3c76510-6abb-11ea-b735-01aa75ed71a1","","2020-03-20","161116/11/2022 07:06:162022","Opinion on draft national legislation","competence of the institution, Sweden, central bank, national law, financial autonomy","","European Central Bank (ECB), Legal framework of the ESCB","European Central Bank (ECB)","Legal framework of the ESCB","","","General, financial and institutional matters, Provisions governing the institutions, European System of Central Banks","General, financial and institutional matters","Provisions governing the institutions","European System of Central Banks","","","","","","Treaty establishing the European Community (consolidated version 2002)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32002O0010, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12002E108, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32001R2423, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004R2181","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2005-12-12","","European Central Bank","","5","2005","AB","54","","","","","","","","",
"Opinion of the European Central Bank of 16 July 2012 on the bank levy and contributions to the deposit guarantee scheme (CON/2012/53)","(CON/2012/53)","52012AB0053","","","","","","",,"","d3db24cc-6ac4-11ea-b735-01aa75ed71a1","","2020-03-20","201120/11/2022 06:25:362022","Opinion on draft national legislation","bank deposit, Slovakia, bank charges, financial stability, guarantee, national law","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital, Sectoral application, Economic policy, Service activities, Instruments of economic policy, Banks","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital","Sectoral application, Economic policy","Service activities, Instruments of economic policy","Banks","","","","","Treaty on the Functioning of the European Union (consolidated version 2012)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E127","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52011AB0066, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31994L0019, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52012PC0280, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52010PC0368, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52007AB0026, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52005AB0050","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2012-07-16","","European Central Bank","","5","2012","AB","53","","","","","","","","",
"Opinion of the European Central Bank of 27 May 2014 on public access to specific information concerning the bad loans of certain banks (CON/2014/39)","","52014AB0039","","","","","","",,"","d59f4683-6ac8-11ea-b735-01aa75ed71a1","","2020-03-20","131113/11/2022 15:50:202022","Opinion on draft national legislation","national law, Slovenia, access to information, loan, State aid, financial stability, bank, disclosure of information","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services, Economic policy, Sectoral application, Instruments of economic policy, Service activities, Banks","Economic and monetary policy and free movement of capital, Right of establishment and freedom to provide services","Economic policy, Sectoral application","Instruments of economic policy, Service activities","Banks","","","","","Treaty on the Functioning of the European Union (consolidated version 2012)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12012E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52011AB0084, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013L0036, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52012AB0099, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32003L0071, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32014R0596, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32014L0059, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52012AB0021","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2014-05-27","","European Central Bank","","5","2014","AB","39","","","","","","","","",
"Opinion of the European Central Bank of 9 March 2009 at the request of the Polish Minister for Finance on a draft law on recapitalisation of certain financial institutions (CON/2009/19)","","52009AB0019","","","","","","",,"","d661c289-6abf-11ea-b735-01aa75ed71a1","","2020-03-20","301130/11/2022 15:04:152022","Opinion on draft national legislation","financial intervention, financial stability, financial solvency, State aid, Poland, national law, capital increase, financial institution, EU financial instrument","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital, Sectoral application, Economic policy, Service activities, Instruments of economic policy, Banks","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital","Sectoral application, Economic policy","Service activities, Instruments of economic policy","Banks","","","","","Treaty establishing the European Community (consolidated version 2006)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E105","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E101, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0044, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0068, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0080, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0016, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0075, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009XC0115(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0055, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0079, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E/PRO/18, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31993R3603, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0054, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0058, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008XC1025(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0006, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0011, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AB0081, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AB0003","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2009-03-09","","European Central Bank","","5","2009","AB","19","","","","","","","","",
